CTRY,YEAR,CIRI,COW,POLITY,UNCTRY,UNREG,UNSUBREG,PHYSINT,DISAP,KILL,POLPRIS,TORT,OLD_EMPINX,NEW_EMPINX,ASSN,FORMOV,DOMMOV,OLD_MOVE,SPEECH,ELECSD,OLD_RELFRE,NEW_RELFRE,WORKER,WECON,WOPOL,WOSOC,INJUD
Belize,1993,152,80,80,84,419,13,6,2,1,2,1,9,13,2,2,2,1,1,2,1,2,2,2,2,2,1
Belize,1994,152,80,80,84,419,13,7,2,2,2,1,10,14,2,2,2,1,2,2,1,2,2,2,2,2,1
Belize,1995,152,80,80,84,419,13,7,2,2,2,1,9,13,2,2,2,1,1,2,1,2,2,2,2,2,1
Belize,1996,152,80,80,84,419,13,7,2,2,2,1,9,13,2,2,2,1,1,2,1,2,2,1,2,1,1
Belize,1997,152,80,80,84,419,13,7,2,2,2,1,9,13,2,2,2,1,1,2,1,2,2,1,2,1,1
Belize,1998,152,80,80,84,419,13,7,2,2,2,1,9,13,2,2,2,1,1,2,1,2,2,1,2,1,1
Belize,1999,152,80,80,84,419,13,7,2,2,2,1,9,13,2,2,2,1,1,2,1,2,2,1,2,1,1
Belize,2000,152,80,80,84,419,13,5,2,1,2,0,9,13,2,2,2,1,1,2,1,2,2,1,2,1,1
Belize,2001,152,80,80,84,419,13,7,2,2,2,1,9,13,2,2,2,1,1,2,1,2,2,1,2,1,1
Belize,2002,152,80,80,84,419,13,6,2,1,2,1,8,11,1,2,2,1,1,2,1,2,1,2,2,1,2
Belize,2003,152,80,80,84,419,13,6,2,1,2,1,9,13,2,2,2,1,2,2,1,2,1,1,2,2,2
Belize,2004,152,80,80,84,419,13,5,2,1,2,0,9,13,2,2,2,1,2,2,1,2,1,2,2,2,2
Belize,2005,152,80,80,84,419,13,5,2,1,2,0,9,13,2,2,2,1,2,2,1,2,1,1,2,NA,2
Belize,2006,152,80,80,84,419,13,6,2,2,2,0,9,13,2,2,2,1,2,2,1,2,1,1,2,NA,2
Belize,2007,152,80,80,84,419,13,7,2,2,2,1,NA,13,2,2,2,NA,2,2,NA,2,1,2,2,-999,2
Belize,2008,152,80,80,84,419,13,6,2,1,2,1,NA,12,2,2,2,NA,1,2,NA,2,1,2,3,NA,2
Belize,2009,152,80,80,84,419,13,6,2,1,2,1,NA,13,2,2,2,NA,2,2,NA,2,1,2,2,NA,2
Belize,2010,152,80,80,84,419,13,6,2,1,2,1,NA,14,2,2,2,NA,2,2,NA,2,2,2,2,NA,2
Belize,2011,152,80,80,84,419,13,7,2,2,2,1,NA,14,2,2,2,NA,2,2,NA,2,2,2,2,NA,2
Bhutan,1981,158,760,760,64,142,62,8,2,2,2,2,5,7,0,2,2,1,1,0,1,2,0,2,1,2,1
Bhutan,1982,158,760,760,64,142,62,7,2,2,2,1,5,7,0,2,2,1,1,0,1,2,0,1,1,1,1
Bhutan,1983,158,760,760,64,142,62,7,2,2,2,1,5,7,0,2,2,1,1,0,1,2,0,1,1,1,1
Bhutan,1984,158,760,760,64,142,62,8,2,2,2,2,5,7,0,2,2,1,1,0,1,2,0,1,1,1,1
Bhutan,1985,158,760,760,64,142,62,8,2,2,2,2,6,8,0,2,2,1,2,0,1,2,0,1,1,1,1
Bhutan,1986,158,760,760,64,142,62,8,2,2,2,2,7,10,1,2,2,1,2,1,1,2,0,1,1,1,1
Bhutan,1987,158,760,760,64,142,62,8,2,2,2,2,5,8,1,2,2,1,1,0,1,2,0,1,1,1,1
Bhutan,1988,158,760,760,64,142,62,8,2,2,2,2,5,7,0,2,2,1,1,0,1,2,0,1,1,1,1
Bhutan,1989,158,760,760,64,142,62,7,2,2,1,2,5,7,0,2,2,1,1,0,1,2,0,1,1,1,1
Bhutan,1990,158,760,760,64,142,62,3,0,1,0,2,2,5,0,2,2,1,0,0,0,1,0,1,1,1,1
Bhutan,1991,158,760,760,64,142,62,1,0,1,0,0,3,5,0,2,2,1,1,0,0,0,0,1,1,1,0
Bhutan,1992,158,760,760,64,142,62,1,0,1,0,0,3,6,0,2,2,1,1,0,0,1,0,1,1,1,0
Bhutan,1993,158,760,760,64,142,62,2,0,2,0,0,2,3,0,2,1,1,0,0,0,0,0,1,1,2,0
Bhutan,1994,158,760,760,64,142,62,4,2,1,0,1,3,4,0,2,1,1,1,0,0,0,0,1,1,2,0
Bhutan,1995,158,760,760,64,142,62,4,2,1,0,1,2,3,0,2,1,1,0,0,0,0,0,2,1,2,0
Bhutan,1996,158,760,760,64,142,62,6,2,2,0,2,2,4,0,2,2,1,0,0,0,0,0,2,1,2,0
Bhutan,1997,158,760,760,64,142,62,5,2,2,0,1,2,4,0,2,1,1,0,0,0,1,0,2,1,2,0
Bhutan,1998,158,760,760,64,142,62,5,2,2,0,1,2,4,0,2,2,1,0,0,0,0,0,2,1,2,0
Bhutan,1999,158,760,760,64,142,62,5,2,2,0,1,2,2,0,1,1,1,0,0,0,0,0,2,1,2,0
Bhutan,2000,158,760,760,64,142,62,4,2,1,0,1,2,4,0,2,2,1,0,0,0,0,0,2,1,2,0
Bhutan,2001,158,760,760,64,142,62,6,2,2,0,2,2,3,0,2,1,1,0,0,0,0,0,2,1,2,0
Bhutan,2002,158,760,760,64,142,62,5,2,2,0,1,2,4,0,2,2,1,0,0,0,0,0,2,1,2,0
Bhutan,2003,158,760,760,64,142,62,5,2,2,0,1,1,4,0,1,1,0,1,0,0,1,0,2,1,1,0
Bhutan,2004,158,760,760,64,142,62,6,2,2,0,2,1,4,1,1,1,0,1,0,0,0,0,2,2,2,1
Bhutan,2005,158,760,760,64,142,62,6,2,2,0,2,1,3,0,1,1,0,1,0,0,0,0,2,2,NA,2
Bhutan,2006,158,760,760,64,142,62,6,2,2,0,2,3,3,0,1,1,1,1,0,0,0,0,2,2,NA,1
Bhutan,2007,158,760,760,64,142,62,6,2,2,0,2,NA,4,0,1,0,NA,1,1,NA,1,0,3,1,2,2
Bhutan,2008,158,760,760,64,142,62,4,1,2,0,1,NA,4,0,1,0,NA,1,0,NA,2,0,3,2,NA,2
Bhutan,2009,158,760,760,64,142,62,5,2,2,0,1,NA,3,0,1,0,NA,1,0,NA,1,0,3,1,NA,2
Bhutan,2010,158,760,760,64,142,62,5,2,2,0,1,NA,4,0,2,0,NA,1,0,NA,1,0,3,2,NA,2
Bhutan,2011,158,760,760,64,142,62,5,2,2,0,1,NA,6,0,2,0,NA,2,1,NA,1,0,2,2,NA,2
Botswana,1981,167,571,571,72,2,18,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,1,1,1,2
Botswana,1982,167,571,571,72,2,18,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,-999,2,-999,2
Botswana,1983,167,571,571,72,2,18,6,2,1,2,1,10,14,2,2,2,1,2,2,1,2,2,2,2,1,2
Botswana,1984,167,571,571,72,2,18,7,2,2,2,1,9,13,2,2,2,1,2,2,1,2,1,1,2,1,2
Botswana,1985,167,571,571,72,2,18,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,1,2
Botswana,1986,167,571,571,72,2,18,8,2,2,2,2,10,13,1,2,2,1,2,2,1,2,2,2,2,1,2
Botswana,1987,167,571,571,72,2,18,7,2,2,2,1,9,13,2,2,2,1,2,2,1,2,1,1,2,1,2
Botswana,1988,167,571,571,72,2,18,7,2,2,2,1,9,13,2,2,2,1,2,2,1,2,1,1,2,0,2
Botswana,1989,167,571,571,72,2,18,7,2,2,2,1,9,13,2,2,2,1,2,2,1,2,1,1,1,0,2
Botswana,1990,167,571,571,72,2,18,7,2,2,2,1,8,12,2,2,2,1,1,2,1,2,1,1,1,0,2
Botswana,1991,167,571,571,72,2,18,7,2,2,2,1,6,10,2,2,2,1,0,2,1,2,0,1,1,0,2
Botswana,1992,167,571,571,72,2,18,7,2,2,2,1,8,12,2,2,2,1,1,2,1,2,1,1,1,0,2
Botswana,1993,167,571,571,72,2,18,6,2,1,2,1,8,12,2,2,2,1,1,2,1,2,1,1,2,0,2
Botswana,1994,167,571,571,72,2,18,7,2,2,2,1,7,11,2,2,2,1,1,2,1,2,0,1,2,0,2
Botswana,1995,167,571,571,72,2,18,6,2,1,2,1,8,12,2,2,2,1,2,2,1,2,0,1,2,0,2
Botswana,1996,167,571,571,72,2,18,7,2,2,2,1,9,13,2,2,2,1,2,2,1,2,1,0,2,0,2
Botswana,1997,167,571,571,72,2,18,7,2,2,2,1,9,12,2,2,1,1,2,2,1,2,1,1,2,0,2
Botswana,1998,167,571,571,72,2,18,6,2,1,2,1,8,11,2,2,1,1,2,2,1,2,0,1,2,1,2
Botswana,1999,167,571,571,72,2,18,7,2,2,2,1,9,12,2,2,1,1,2,2,1,2,1,1,2,1,2
Botswana,2000,167,571,571,72,2,18,7,2,2,2,1,8,11,2,2,1,1,2,2,1,2,0,1,2,1,2
Botswana,2001,167,571,571,72,2,18,7,2,2,2,1,8,11,2,2,1,1,1,2,1,2,1,1,2,1,2
Botswana,2002,167,571,571,72,2,18,7,2,2,2,1,7,11,2,2,2,1,1,2,1,2,0,1,2,1,2
Botswana,2003,167,571,571,72,2,18,7,2,2,2,1,6,10,2,2,2,1,1,1,1,2,0,1,2,1,2
Botswana,2004,167,571,571,72,2,18,7,2,2,2,1,7,11,2,2,2,1,1,2,1,2,0,1,2,1,2
Botswana,2005,167,571,571,72,2,18,7,2,2,2,1,5,11,2,2,2,0,1,2,1,2,0,1,2,NA,2
Botswana,2006,167,571,571,72,2,18,6,2,1,2,1,7,11,2,2,2,1,1,2,1,2,0,1,2,NA,2
Botswana,2007,167,571,571,72,2,18,7,2,2,2,1,NA,10,2,1,2,NA,1,2,NA,2,0,0,2,0,2
Botswana,2008,167,571,571,72,2,18,6,2,1,2,1,NA,8,2,1,2,NA,0,1,NA,2,0,2,2,NA,2
Botswana,2009,167,571,571,72,2,18,6,2,1,2,1,NA,10,2,1,2,NA,1,2,NA,2,0,1,2,NA,2
Botswana,2010,167,571,571,72,2,18,7,2,2,2,1,NA,10,2,1,2,NA,1,2,NA,2,0,1,2,NA,2
Botswana,2011,167,571,571,72,2,18,7,2,1,2,2,NA,10,2,1,2,NA,1,2,NA,2,0,2,2,NA,2
Brazil,1981,170,140,140,76,419,5,4,2,0,1,1,6,10,2,2,2,1,1,1,1,2,0,1,2,1,2
Brazil,1982,170,140,140,76,419,5,4,2,0,2,0,8,11,2,2,2,1,2,2,1,1,0,1,2,1,2
Brazil,1983,170,140,140,76,419,5,5,2,1,2,0,8,11,1,2,2,1,2,2,1,2,0,1,2,1,2
Brazil,1984,170,140,140,76,419,5,4,2,0,2,0,6,9,1,2,2,1,1,1,1,2,0,1,2,1,2
Brazil,1985,170,140,140,76,419,5,5,2,1,2,0,8,12,2,2,2,1,2,2,1,2,0,1,2,1,2
Brazil,1986,170,140,140,76,419,5,5,2,1,2,0,10,14,2,2,2,1,2,2,1,2,2,1,2,1,2
Brazil,1987,170,140,140,76,419,5,4,2,0,1,1,7,11,2,2,2,1,1,1,1,2,1,1,2,1,2
Brazil,1988,170,140,140,76,419,5,5,2,1,2,0,10,13,1,2,2,1,2,2,1,2,2,2,2,1,2
Brazil,1989,170,140,140,76,419,5,4,2,0,2,0,10,14,2,2,2,1,2,2,1,2,2,2,2,2,2
Brazil,1990,170,140,140,76,419,5,3,1,0,2,0,7,11,2,2,2,1,1,1,1,2,1,1,2,1,2
Brazil,1991,170,140,140,76,419,5,4,2,0,2,0,9,13,2,2,2,1,2,2,1,2,1,1,1,1,2
Brazil,1992,170,140,140,76,419,5,3,1,0,2,0,8,11,2,1,2,1,2,1,1,2,1,1,1,1,2
Brazil,1993,170,140,140,76,419,5,3,1,0,2,0,9,13,2,2,2,1,2,2,1,2,1,1,1,1,2
Brazil,1994,170,140,140,76,419,5,4,2,0,2,0,8,10,2,1,1,1,1,2,1,2,1,1,2,1,1
Brazil,1995,170,140,140,76,419,5,2,1,0,1,0,7,11,2,2,2,1,1,2,1,2,0,1,2,1,1
Brazil,1996,170,140,140,76,419,5,4,2,0,2,0,9,13,2,2,2,1,2,2,1,2,1,1,2,1,1
Brazil,1997,170,140,140,76,419,5,4,2,0,2,0,9,13,2,2,2,1,2,2,1,2,1,1,2,1,1
Brazil,1998,170,140,140,76,419,5,2,1,0,1,0,9,13,2,2,2,1,2,2,1,2,1,1,2,1,1
Brazil,1999,170,140,140,76,419,5,4,2,0,2,0,9,12,2,2,1,1,2,2,1,2,1,1,2,1,1
Brazil,2000,170,140,140,76,419,5,2,2,0,0,0,9,13,2,2,2,1,2,2,1,2,1,1,2,1,1
Brazil,2001,170,140,140,76,419,5,3,2,0,1,0,9,12,1,2,2,1,2,2,1,2,1,1,2,1,1
Brazil,2002,170,140,140,76,419,5,4,2,0,2,0,9,13,2,2,2,1,2,2,1,2,1,1,2,1,1
Brazil,2003,170,140,140,76,419,5,4,2,0,2,0,9,12,1,2,2,1,2,2,1,2,1,1,2,-999,1
Brazil,2004,170,140,140,76,419,5,4,2,0,2,0,8,12,2,2,2,1,1,2,1,2,1,2,2,2,1
Brazil,2005,170,140,140,76,419,5,4,2,0,2,0,8,12,2,2,2,1,1,2,1,2,1,2,2,NA,1
Brazil,2006,170,140,140,76,419,5,2,1,0,1,0,9,13,2,2,2,1,2,2,1,2,1,2,2,NA,1
Brazil,2007,170,140,140,76,419,5,4,2,0,2,0,NA,12,2,2,2,NA,2,2,NA,2,0,3,2,2,1
Brazil,2008,170,140,140,76,419,5,4,2,0,2,0,NA,9,2,2,2,NA,2,1,NA,0,0,2,2,NA,0
Brazil,2009,170,140,140,76,419,5,3,2,0,1,0,NA,12,2,2,2,NA,2,2,NA,2,0,2,2,NA,0
Brazil,2010,170,140,140,76,419,5,4,2,0,2,0,NA,12,2,2,2,NA,1,2,NA,2,1,2,2,NA,0
Brazil,2011,170,140,140,76,419,5,2,1,0,1,0,NA,12,2,2,2,NA,1,2,NA,2,1,1,2,NA,1
Brunei,1981,173,835,835,96,142,35,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunei,1982,173,835,835,96,142,35,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunei,1983,173,835,835,96,142,35,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunei,1984,173,835,835,96,142,35,6,2,2,1,1,5,NA,0,-999,-999,1,0,0,1,2,1,1,0,0,2
Brunei,1985,173,835,835,96,142,35,7,2,2,1,2,4,6,0,2,2,1,0,0,1,2,0,1,0,1,2
Brunei,1986,173,835,835,96,142,35,7,2,2,1,2,4,5,0,1,2,1,0,0,1,2,0,1,0,1,2
Brunei,1987,173,835,835,96,142,35,7,2,2,1,2,4,5,0,1,2,1,0,0,1,2,0,1,0,0,2
Brunei,1988,173,835,835,96,142,35,6,2,2,1,1,5,6,0,1,2,1,0,0,1,2,1,0,0,0,2
Brunei,1989,173,835,835,96,142,35,6,2,2,1,1,5,6,0,1,2,1,1,0,1,2,0,1,0,0,2
Brunei,1990,173,835,835,96,142,35,6,2,2,1,1,0,4,0,1,2,0,0,0,0,1,0,1,0,0,2
Brunei,1991,173,835,835,96,142,35,6,2,2,1,1,1,4,0,1,1,0,1,0,0,1,0,1,0,0,2
Brunei,1992,173,835,835,96,142,35,6,2,2,1,1,2,4,0,1,1,0,1,0,0,0,1,1,0,0,2
Brunei,1993,173,835,835,96,142,35,7,2,2,2,1,3,4,0,1,2,1,0,0,0,0,1,1,0,0,2
Brunei,1994,173,835,835,96,142,35,6,2,2,1,1,4,5,0,1,2,1,1,0,0,0,1,1,0,0,2
Brunei,1995,173,835,835,96,142,35,6,2,2,1,1,3,4,0,1,1,1,1,0,0,1,0,1,0,0,2
Brunei,1996,173,835,835,96,142,35,7,2,2,1,2,2,3,0,1,1,1,0,0,0,1,0,1,0,0,2
Brunei,1997,173,835,835,96,142,35,7,2,2,1,2,2,3,0,1,2,1,0,0,0,0,0,1,0,0,1
Brunei,1998,173,835,835,96,142,35,6,2,1,1,2,5,7,0,1,2,1,1,0,0,1,2,1,0,0,1
Brunei,1999,173,835,835,96,142,35,8,2,2,2,2,2,4,0,1,2,1,0,0,0,1,0,1,0,0,1
Brunei,2000,173,835,835,96,142,35,7,2,1,2,2,3,5,0,1,2,1,1,0,0,1,0,1,0,0,1
Brunei,2001,173,835,835,96,142,35,8,2,2,2,2,2,3,0,1,2,1,0,0,0,0,0,1,0,0,1
Brunei,2002,173,835,835,96,142,35,8,2,2,2,2,2,3,0,1,2,1,0,0,0,0,0,1,1,0,1
Brunei,2003,173,835,835,96,142,35,8,2,2,2,2,0,3,0,1,2,0,0,0,0,0,0,1,0,0,1
Brunei,2004,173,835,835,96,142,35,8,2,2,2,2,2,3,0,1,2,1,0,0,0,0,0,1,1,0,1
Brunei,2005,173,835,835,96,142,35,8,2,2,2,2,0,3,0,1,2,0,0,0,0,0,0,1,1,NA,0
Brunei,2006,173,835,835,96,142,35,7,2,2,1,2,2,3,0,1,2,1,0,0,0,0,0,1,1,NA,0
Brunei,2007,173,835,835,96,142,35,8,2,2,2,2,NA,3,0,1,1,NA,0,0,NA,0,1,1,0,0,1
Brunei,2008,173,835,835,96,142,35,8,2,2,2,2,NA,3,0,1,1,NA,0,0,NA,1,0,1,1,NA,1
Brunei,2009,173,835,835,96,142,35,8,2,2,2,2,NA,2,0,1,1,NA,0,0,NA,0,0,1,1,NA,1
Brunei,2010,173,835,835,96,142,35,8,2,2,2,2,NA,2,0,1,1,NA,0,0,NA,0,0,2,1,NA,1
Brunei,2011,173,835,835,96,142,35,8,2,2,2,2,NA,3,0,2,1,NA,0,0,NA,0,0,2,1,NA,1
Burkina Faso,1981,179,439,439,854,2,11,6,2,1,1,2,3,6,0,1,2,0,1,0,1,2,0,1,0,1,1
Burkina Faso,1982,179,439,439,854,2,11,6,2,2,1,1,4,7,0,1,2,0,1,0,1,2,1,1,0,1,2
Burkina Faso,1983,179,439,439,854,2,11,5,2,1,1,1,7,8,0,2,1,1,1,0,1,2,2,1,1,1,1
Burkina Faso,1984,179,439,439,854,2,11,5,2,1,0,2,5,6,0,2,1,1,0,0,1,2,1,1,1,1,1
Burkina Faso,1985,179,439,439,854,2,11,4,2,1,0,1,7,8,0,2,1,1,1,1,1,2,1,0,1,0,1
Burkina Faso,1986,179,439,439,854,2,11,6,2,2,1,1,6,7,0,2,1,1,1,0,1,2,1,1,1,1,1
Burkina Faso,1987,179,439,439,854,2,11,5,2,1,0,2,4,5,0,2,1,1,0,0,1,2,0,0,1,0,1
Burkina Faso,1988,179,439,439,854,2,11,4,2,1,0,1,5,7,0,2,2,1,0,0,1,2,1,0,1,0,1
Burkina Faso,1989,179,439,439,854,2,11,3,2,1,0,0,5,7,0,2,2,1,0,0,1,2,1,1,1,1,0
Burkina Faso,1990,179,439,439,854,2,11,3,2,1,0,0,4,6,1,2,1,1,0,0,1,2,0,1,1,1,0
Burkina Faso,1991,179,439,439,854,2,11,5,2,1,2,0,6,8,1,2,1,1,1,0,1,2,1,1,1,0,1
Burkina Faso,1992,179,439,439,854,2,11,4,2,0,2,0,8,9,1,2,0,1,1,1,1,2,2,1,2,0,1
Burkina Faso,1993,179,439,439,854,2,11,6,2,1,2,1,7,8,1,2,0,1,1,1,1,2,1,0,2,0,0
Burkina Faso,1994,179,439,439,854,2,11,6,2,1,2,1,6,8,2,2,0,1,1,0,1,2,1,0,2,0,0
Burkina Faso,1995,179,439,439,854,2,11,5,2,1,1,1,7,10,2,2,1,1,1,1,1,2,1,0,2,0,0
Burkina Faso,1996,179,439,439,854,2,11,6,2,1,2,1,8,12,2,2,2,1,1,1,1,2,2,0,2,0,0
Burkina Faso,1997,179,439,439,854,2,11,7,2,2,2,1,8,12,2,2,2,1,1,1,1,2,2,0,2,0,0
Burkina Faso,1998,179,439,439,854,2,11,4,2,1,1,0,7,10,2,2,1,1,1,1,1,2,1,0,2,0,0
Burkina Faso,1999,179,439,439,854,2,11,6,2,1,2,1,8,12,2,2,2,1,1,1,1,2,2,0,2,0,0
Burkina Faso,2000,179,439,439,854,2,11,4,2,1,1,0,7,10,1,2,2,1,1,1,1,2,1,0,2,0,0
Burkina Faso,2001,179,439,439,854,2,11,4,2,0,2,0,8,11,1,2,2,1,1,1,1,2,2,0,2,1,0
Burkina Faso,2002,179,439,439,854,2,11,4,2,0,2,0,7,10,1,2,2,1,1,1,1,2,1,0,2,1,0
Burkina Faso,2003,179,439,439,854,2,11,5,2,1,2,0,7,10,2,2,1,1,1,1,1,2,1,2,2,0,0
Burkina Faso,2004,179,439,439,854,2,11,4,2,1,1,0,7,10,1,2,2,1,1,1,1,2,1,1,2,0,0
Burkina Faso,2005,179,439,439,854,2,11,5,2,1,2,0,7,10,1,2,2,1,1,1,1,2,1,1,2,NA,0
Burkina Faso,2006,179,439,439,854,2,11,5,2,1,2,0,7,8,1,1,1,1,1,1,1,2,1,1,2,NA,0
Burkina Faso,2007,179,439,439,854,2,11,6,2,2,2,0,NA,11,2,2,2,NA,1,1,NA,2,1,1,2,0,0
Burkina Faso,2008,179,439,439,854,2,11,6,2,2,2,0,NA,9,2,2,2,NA,1,1,NA,0,1,1,2,NA,0
Burkina Faso,2009,179,439,439,854,2,11,5,2,2,1,0,NA,9,1,1,2,NA,1,1,NA,2,1,1,2,NA,0
Burkina Faso,2010,179,439,439,854,2,11,5,2,1,2,0,NA,12,1,2,2,NA,2,2,NA,2,1,1,2,NA,0
Burkina Faso,2011,179,439,439,854,2,11,5,2,1,2,0,NA,11,1,2,2,NA,2,1,NA,2,1,1,2,NA,0
Burma,1981,182,775,775,104,142,35,NA,2,-999,0,0,3,2,0,0,0,0,0,1,1,1,0,2,1,2,1
